KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_ORDER_DESC,Force a unit within your line of sight to move and attack one of its enemies.,,Obliga a una unidad en su campo visual a moverse y atacar a uno de sus enemigos.,Vous forcez une unité dans votre ligne de mire à se déplacer et à attaquer l'un de ses ennemis.,Zwinge eine Einheit in deiner Sichtlinie sich zu bewegen und einen ihrer Gegner anzugreifen.,Costringi un'unità all'interno del tuo campo visivo a muoversi e ad attaccare uno dei suoi nemici.,Force uma unidade dentro do seu campo de visão a se mover a atacar um de seus inimigos.,,,射線内の​ユニットに、​その敵の​1体に​移動して​攻撃させる。[b][/b],
ABILITY_ORDER2_DESC,Give a unit within your line of sight All Stats Up and force it to move and attack one of its enemies.,,Otorga a una unidad en su campo visual aumento total y la obliga a moverse y atacar a uno de sus enemigos.,"Hausse de stats à une unité dans votre ligne de mire, et vous la forcez à se déplacer et à attaquer l'un de ses ennemis.",Verleihe einer Einheit in deiner Sichtlinie einen Bonus auf alle Attribute und zwinge sie sich zu bewegen und einen ihrer Gegner anzugreifen.,Fornisci a un'unità all'interno tuo campo visivo Aumento delle Statistiche e la costringi a muoversi e ad attaccare uno dei suoi nemici.,Conceda a uma unidade dentro do seu campo de visão todos os atributos aumentados e force-a a se mover a atacar um de seus inimigos.,,,射線内の​ユニットに​全ステータス上昇を​与え、​その敵の​1体に​移動して​攻撃させる。[b][/b],
ABILITY_TEMPORALSHARDS_NAME,Temporal Shards,,Fragmentos temporales,Éclats temporaires,Zeitsplitter,Frammenti Temporali,Fragmentos Temporais,,,時間の​欠片,
ABILITY_TEMPORALSHARDS_DESC,Give a unit within your line of sight +3 temporary Bleed Thorns until the end of its turn.,,Otorga a una unidad en su campo visual +3 de espinas hemorrágicas temporales hasta el final del turno.,Épines sanglantes temporaires&nbsp;+3&nbsp;à une unité dans votre ligne de mire jusqu'à la fin de son tour.,Verursache bei einer Einheit in deiner Sichtlinie +3&nbsp;vorübergehende Blutige Dornen bis zum Ende ihres Zuges.,Fornisci a un'unità all'interno del tuo campo visivo +3 Spine Insanguinate temporanee fino alla fine del suo turno.,Conceda a uma unidade dentro do seu campo de visão +3 de espinhos de sangramento temporários até o final de seu turno.,,,射線内の​ユニットに​ターン終了まで​一時的な​出血棘+3を​与える。[b][/b],
ABILITY_TEMPORALSHARDS2_DESC,"Give a unit within your line of sight +3 temporary Bleed Thorns until the end of its turn. If its was an ally, the bleed thorns last for the rest of the battle.",,"Otorga a una unidad en su campo visual +3 de espinas hemorrágicas temporales hasta el final del turno. Si se trataba de un aliado, las espinas hemorrágicas duran el resto del combate.","Épines sanglantes temporaires&nbsp;+3&nbsp;à une unité dans votre ligne de mire jusqu'à la fin de son tour. Si c'était une unité alliée, Épines sanglantes dure jusqu'à la fin du combat.","Verursache bei einer Einheit in deiner Sichtlinie +3&nbsp;vorübergehende Blutige Dornen bis zum Ende ihres Zuges. Handelt es sich um eine verbündete Einheit, dauern die Blutigen Dornen bis zum Ende des Kampfes an.","Fornisci a un'unità all'interno del tuo campo visivo +3 Spine Insanguinate temporanee fino alla fine del suo turno. Se era un'unità alleata, le spine insanguinate durano per il resto della battaglia.","Conceda a uma unidade dentro do seu campo de visão +3 de espinhos de sangramento temporários até o final de seu turno. Caso seja um aliado, os espinhos de sangramento duram até o fim da batalha.",,,射線内の​ユニットに​ターン終了まで​一時的な​出血棘+3を​与える。​味方の​場合、​バトル終了まで​持続する。[b][/b],
ABILITY_REALITYSCRAMBLE_NAME,Reality Scramble,,Desorden de realidad,Réalité brouillée,Wirklichkeit verrühren,Realtà in Subbuglio,Embaralhamento da Realidade,,,リアリティスクランブル,
ABILITY_REALITYSCRAMBLE_DESC,Randomize the positions of all units. Enemies get Confused.,,Coloca al azar a todas las unidades. Los enemigos sufren confusión.,Vous mélangez les positions de toutes les unités. Confusion pour les ennemis.,Die Positionen aller Einheiten werden zufällig verändert. Gegner werden verwirrt.,Rendi casuali le posizioni di tutte le unità. I ​​nemici subiscono Confusione.,Embaralhe as posições de todas as unidades. Inimigos ficam confusos.,,,全ユ​ニットの​位置を​ランダムに​する。​敵は​混乱を​得る。[b][/b],
ABILITY_REALITYSCRAMBLE2_DESC,Randomize the positions of all units. Enemies get Confused. Non-boss enemies have a 10% chance to be erased from existence.,,Coloca al azar a todas las unidades. Los enemigos sufren confusión. Los enemigos que no sean jefes tienen un 10 % de probabilidad de ser eliminados.,Vous mélangez les positions de toutes les unités. Confusion pour les ennemis. 10&nbsp;% de chances que les ennemis (sauf boss) soient effacés de la carte.,Die Positionen aller Einheiten werden zufällig verändert. Gegner werden verwirrt. Die Existenz regulärer Gegner wird mit 10%iger Wahrscheinlichkeit ausgelöscht.,Rendi casuali le posizioni di tutte le unità. I ​​nemici subiscono Confusione. I nemici non boss hanno un 10% di probabilità di essere cancellati dall'esistenza.,Embaralhe as posições de todas as unidades. Inimigos ficam confusos. Inimigos que não sejam chefes possuem 10% de chance de serem apagados da existência.,,,全ユ​ニットの​位置を​ランダムに​する。​敵は​混乱を​得る。​ボス以外の​敵は​10%の​確率で​存在から​消滅する。[b][/b],
ABILITY_GLARE_NAME,Glare,,Resplandor,Regard noir,Silberblick,Sguardo Abbagliante,Brilho,,,睨み,
ABILITY_GLARE_DESC,Inflict Madness on a unit in your line of sight.,,Inflige locura a una unidad en su campo visual.,Folie à une unité dans votre ligne de mire.,Verursache Wahnsinn bei einer Einheit in deiner Sichtlinie.,Infliggi Follia a un'unità nel tuo campo visivo.,Aplique insanidade em uma unidade dentro do seu campo de visão.,,,射線内の​ユニットに​狂気を​付与する。[b][/b],
ABILITY_GLARE2_DESC,Inflict Madness and Confusion on a unit in your line of sight.,,Inflige locura y confusión a una unidad en su campo visual.,Folie et Confusion à une unité dans votre ligne de mire.,Verursache Wahnsinn und Verwirrung bei einer Einheit in deiner Sichtlinie.,Infliggi Follia e Confusione a un'unità nel tuo campo visivo.,Aplique insanidade e confusão em uma unidade dentro do seu campo de visão.,,,射線内の​ユニットに​狂気と​混乱を​付与する。[b][/b],
ABILITY_BLINDINGFLASH_NAME,Blinding Flash,,Destello cegador,Flash aveuglant,Blendender Blitz,Lampo Accecante,Brilho Cegante,,,閃光,
ABILITY_BLINDINGFLASH_DESC,Inflict Blind 2 on each unit near you in your line of sight.,,Inflige 2 de ceguera a cada unidad cerca de esta y en su campo visual.,Cécité&nbsp;+2&nbsp;à toutes les unités à proximité dans votre ligne de mire.,"Verursache Blindheit&nbsp;2 bei jeder Einheit in deiner Nähe, die sich in deiner Sichtlinie befindet.",Infliggi Accecamento 2 a ogni unità vicina a te nel tuo campo visivo.,Aplique cegueira 2 em uma unidade próxima ou dentro do seu campo de visão.,,,射線内の​周囲の​各ユニットに​盲目2を​付与する。[b][/b],
ABILITY_BLINDINGFLASH2_DESC,Inflict Blind 2 on each enemy within five tiles of you in your line of sight.,,Inflige 2 de ceguera a cada unidad a 5 casillas de esta y en su campo visual.,Cécité&nbsp;+2&nbsp;à tous les ennemis dans un rayon de 5&nbsp;cases dans votre ligne de mire.,"Verursache Blindheit&nbsp;2 bei jeder Einheit innerhalb von 5&nbsp;Feldern, die sich in deiner Sichtlinie befindet.",Infliggi Accecamento 2 a ogni unità entro cinque caselle da te nel tuo campo visivo.,Aplique cegueira 2 em uma unidade dentro de 5 espaços de distância ou dentro do seu campo de visão.,,,射線内の​5タイル以内の​各敵に​盲目2を​付与する。[b][/b],
ABILITY_SNATCH_NAME,Snatch,,Arrebato,Vol à l'arrachée,Schnappen,Presa Salda,Apanhada,,,引っ手繰る,
ABILITY_SNATCH_DESC,Collect any pickup within your line of sight.,,Recolecta todos los recogibles en su campo visual.,Vous récupérez toutes les ressources dans votre ligne de mire.,Sammle einen Gegenstand in deiner Sichtlinie ein.,Prendi ogni raccoglibile nel tuo campo visivo.,Colete qualquer coletável dentro do seu campo de visão.,,,射線内の​任意の​ピックアップを​収集する。[b][/b],
ABILITY_SNATCH2_DESC,"Collect any pickup within your line of sight.Gain +1 [img:lck].",,Recolecta todos los recogibles en su campo visual.Obtiene +1 [img:lck].,Vous récupérez toutes les ressources dans votre ligne de mire. [img:lck]&nbsp;+1.,Sammle einen Gegenstand in deiner Sichtlinie ein.Erhalte +1&nbsp;[img:lck].,Prendi ogni raccoglibile nel tuo campo visivo.Ottieni +1 alla [img:lck].,Colete qualquer coletável dentro do seu campo de visão.Obtenha +1 de [img:lck].,,,射線内の​任意の​ピックアップを​収集する。​+1[img:lck]を​得る。,
ABILITY_FUTURESIGHT_NAME,Future Sight,,Visión de futuro,Prémonition,Voraussicht,Visione Futura,Visão Futura,,,未来視,
ABILITY_FUTURESIGHT_DESC,A unit within your line of sight backflips out of the way the next time they're targeted by an enemy.,,Una unidad en su campo visual hace un mortal hacia atrás para apartarse la próxima vez que un enemigo la marca como objetivo.,Une unité dans votre ligne de mire s'écarte en faisant un salto arrière la prochaine fois qu'elle est ciblée par un ennemi.,"Eine Einheit in deiner Sichtlinie führt einen Rückwärtssalto aus, wenn sie das nächste Mal von einem Gegner anvisiert wird.",Un'unità nel tuo campo visivo si scansa con un salto all'indietro la prossima volta che viene presa di mira da un nemico.,Uma unidade dentro do seu campo de visão realiza um mortal para trás na próxima vez em que entrar na mira de um inimigo.,,,射線内の​ユニットは​次に​敵から​狙われた​時、​バックフリップで​回避する。[b][/b],
ABILITY_FUTURESIGHT2_DESC,A unit within your line of sight backflips out of the way the next time they're targeted by an enemy. [s:.7](This spell costs less.)[/s],,Una unidad en su campo visual hace un mortal hacia atrás para apartarse la próxima vez que un enemigo la marca como objetivo.(Este hechizo cuesta menos).[s:.7],Une unité dans votre ligne de mire s'écarte en faisant un salto arrière la prochaine fois qu'elle est ciblée par un ennemi.[s:.7](Coût réduit.)[/s],"Eine Einheit in deiner Sichtlinie führt einen Rückwärtssalto aus, wenn sie das nächste Mal von einem Gegner anvisiert wird.[s:.7](Dieser Zauber kostet weniger.)[/s]",Un'unità nel tuo campo visivo si scansa con un salto all'indietro la prossima volta che viene presa di mira da un nemico.[s:.7](Quest'incantesimo costa meno.)[/s],Uma unidade dentro do seu campo de visão realiza um mortal para trás na próxima vez em que entrar na mira de um inimigo. [s:.7](Este encantamento possui custo reduzido.)[/s],,,射線内の​ユニットは​次に​敵から​狙われた​時、​バックフリップで​回避する。[s:.7](マナコストが​低い)[/s],
ABILITY_MASSMANALEECH_NAME,Mass Mana Leech,,Gran sanguijuela de maná,Sangsue de mana de masse,Massen-Manablutegel,Assorbimento di Mana Massiccio,Sanguessuga de Mana em Massa,,,マスマナリーチ,
ABILITY_MASSMANALEECH_DESC,Inflict Mana Leech 2 and Weakness 2 on all units within 3 tiles of you.,,Inflige 2 de sanguijuela de maná y 2 de debilidad a todas las unidades a 3 casillas de distancia.,Sangsue de mana&nbsp;+2&nbsp;et Vulnérabilité&nbsp;+2&nbsp;à toutes les unités dans un rayon de 3&nbsp;cases.,Verursache bei allen Einheiten innerhalb von 3&nbsp;Feldern Manablutegel&nbsp;2 und Schwäche&nbsp;2.,Infliggi Assorbimento di Mana 2 e Debolezza 2 a tutte le unità entro 3 caselle da te.,Aplique roubo de mana 2 e fraqueza 2 em todas as unidades dentro de 3 espaços de distância de você.,,,自分から​3タイル以内の​全ユ​ニットに​マナリーチ2と​弱体2を​付与する。[b][/b],
ABILITY_MASSMANALEECH2_DESC,Inflict Mana Leech 2 and Weakness 2 on all units within 5 tiles of you.,,Inflige 2 de sanguijuela de maná y 2 de debilidad a todas las unidades a 5 casillas de distancia.,Sangsue de mana&nbsp;+2&nbsp;et Vulnérabilité&nbsp;+2&nbsp;à toutes les unités dans un rayon de 5&nbsp;cases.,Verursache bei allen Einheiten innerhalb von 5&nbsp;Feldern Manablutegel&nbsp;2 und Schwäche&nbsp;2.,Infliggi Assorbimento di Mana 2 e Debolezza 2 a tutte le unità entro 5 caselle da te.,Aplique roubo de mana 2 e fraqueza 2 em todas as unidades dentro de 5 espaços de distância de você.,,,自分から​5タイル以内の​全ユ​ニットに​マナリーチ2と​弱体2を​付与する。[b][/b],
ABILITY_BECOMEENTROPY_NAME,Become Entropy,,Conversión en entropía,Entropie en devenir,Entropischer Blick,Entropizzazione,Tornar-se Entropia,,,エントロピー化,
ABILITY_BECOMEENTROPY_DESC,"Vaporize everything on a tile within your line of sight. Against a boss, this deals damage and inflicts Stun instead.",,"Vaporiza todo lo que hay en una casilla en su campo visual. Contra un jefe, inflige daño y aturdimiento en su lugar.","Vous désintégrez tout ce qui se trouve sur une case dans votre ligne de mire. Contre un boss, vous lui infligez des dégâts et Étourdissement.",Lasse alles auf einem Feld in deiner Sichtlinie verdampfen. Bosse erleiden stattdessen Schaden und Betäubung.,"Vaporizzi tutto ciò che si trova su una casella all'interno del tuo campo visivo. Contro i boss, invece, infliggi danno e Stordimento.","Vaporize tudo que estiver em um espaço dentro do seu campo de visão. Contra chefes, isto causa dano e aplica atordoamento.",,,射線内の​タイル上の​全てを​消滅させる。​ボスの​場合、​ダメージを​与えて​スタンを​付与する。[b][/b],
